cmd logfilename ps_name
u0_a198   4250  373   1845928 90368 sys_epoll_ 00000000 S com.qualcomm.ftcrobotcontroller
4250
03-08 16:24:25.711   928  1585 I am_proc_start: [0,4250,10198,com.qualcomm.ftcrobotcontroller,activity,com.qualcomm.ftcrobotcontroller/org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:25.811   928  1604 I am_proc_bound: [0,4250,com.qualcomm.ftcrobotcontroller] 
03-08 16:24:49.631   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,109678592,108158976] 
03-08 16:24:50.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:24:50.811  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:25:20.451   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,59828224,57909248] 
03-08 16:26:16.371  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:26:26.391   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,57362432,55517184] 
03-08 16:27:45.901  4250  4250 I am_on_paused_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:28:10.511   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,37176320,35164160] 
03-08 16:30:33.091  4250  4250 I am_on_resume_called: [0,org.firstinspires.ftc.robotcontroller.internal.FtcRobotControllerActivity] 
03-08 16:30:45.071   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,63613952,61685760] 
03-08 16:33:00.111   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,69243904,67211264] 
03-08 16:35:00.251   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86147072,84107264] 
03-08 16:37:00.121   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86777856,84733952] 
03-08 16:39:00.131   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85518336,83472384] 
03-08 16:41:00.261   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77092864,75046912] 
03-08 16:43:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77934592,75886592] 
03-08 16:45:00.381   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,77182976,75137024] 
03-08 16:47:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81262592,79216640] 
03-08 16:49:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85117952,83136512] 
03-08 16:51:00.151   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80070656,78090240] 
03-08 16:53:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85104640,83124224] 
03-08 16:55:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80606208,78594048] 
03-08 16:57:00.331   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85185536,83156992] 
03-08 16:59:00.161   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81174528,79126528] 
03-08 17:01:00.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79113216,76972032] 
03-08 17:03:00.301   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82004992,79855616] 
03-08 17:05:00.201   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,79604736,77430784] 
03-08 17:07:00.181   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82708480,80531456] 
03-08 17:09:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,80353280,78176256] 
03-08 17:11:00.281   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83899392,81723392] 
03-08 17:13:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81203200,79028224] 
03-08 17:15:00.241   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85105664,82931712] 
03-08 17:17:00.171   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82121728,79945728] 
03-08 17:19:00.211   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86244352,84066304] 
03-08 17:21:07.221   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,86240256,84062208] 
03-08 17:23:07.361   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,82729984,80551936] 
03-08 17:25:07.481   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,85108736,82853888] 
03-08 17:27:07.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83639296,81403904] 
03-08 17:29:07.791   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,81894400,79659008] 
03-08 17:31:21.641   928  1005 I am_pss  : [4250,10198,com.qualcomm.ftcrobotcontroller,83269632,81035264] 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_SET_MATCH_NUMBER(59712) 0 
03-08 17:31:55.681  4250  6481 V Robocol : received command: CMD_INIT_OP_MODE(59713) TeleOp 
03-08 17:31:55.711  4250  6480 I RobotCore: ******************** START - OPMODE TeleOp ******************** 
03-08 17:31:55.711  4250 14807 I RobotCore: Attempting to switch to op mode TeleOp 
03-08 17:32:30.181  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.181  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.181  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.181  4250 23277 D backLeftVelocity: : -1600.0
03-08 17:32:30.191  4250 23277 D backRightVelocity: : -1700.0
03-08 17:32:30.201  4250 23277 D frontLeftVelocity: : -1560.0
03-08 17:32:30.211  4250 23277 D frontRightVelocity: : -1780.0
03-08 17:32:30.231  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.231  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.231  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.241  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.241  4250 23277 D backLeftVelocity: : -1600.0
03-08 17:32:30.241  4250 23277 D backRightVelocity: : -1660.0
03-08 17:32:30.251  4250 23277 D frontLeftVelocity: : -1580.0
03-08 17:32:30.251  4250 23277 D frontRightVelocity: : -1820.0
03-08 17:32:30.301  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.301  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.301  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.301  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.301  4250 23277 D backLeftVelocity: : -1640.0
03-08 17:32:30.311  4250 23277 D backRightVelocity: : -1740.0
03-08 17:32:30.311  4250 23277 D frontLeftVelocity: : -1680.0
03-08 17:32:30.321  4250 23277 D frontRightVelocity: : -1720.0
03-08 17:32:30.341  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.341  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.341  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.341  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.351  4250 23277 D backLeftVelocity: : -1700.0
03-08 17:32:30.351  4250 23277 D backRightVelocity: : -1720.0
03-08 17:32:30.361  4250 23277 D frontLeftVelocity: : -1760.0
03-08 17:32:30.361  4250 23277 D frontRightVelocity: : -1720.0
03-08 17:32:30.431  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.431  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.431  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.431  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.441  4250 23277 D backLeftVelocity: : -1800.0
03-08 17:32:30.441  4250 23277 D backRightVelocity: : -1760.0
03-08 17:32:30.441  4250 23277 D frontLeftVelocity: : -1800.0
03-08 17:32:30.451  4250 23277 D frontRightVelocity: : -1800.0
03-08 17:32:30.481  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.481  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.481  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.481  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.501  4250 23277 D backLeftVelocity: : -1780.0
03-08 17:32:30.501  4250 23277 D backRightVelocity: : -1760.0
03-08 17:32:30.511  4250 23277 D frontLeftVelocity: : -1820.0
03-08 17:32:30.511  4250 23277 D frontRightVelocity: : -1800.0
03-08 17:32:30.541  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.541  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.541  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.541  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.551  4250 23277 D backLeftVelocity: : -1780.0
03-08 17:32:30.551  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:30.561  4250 23277 D frontLeftVelocity: : -1820.0
03-08 17:32:30.571  4250 23277 D frontRightVelocity: : -1800.0
03-08 17:32:30.591  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.591  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.591  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.591  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.601  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:30.601  4250 23277 D backRightVelocity: : -1800.0
03-08 17:32:30.601  4250 23277 D frontLeftVelocity: : -1820.0
03-08 17:32:30.611  4250 23277 D frontRightVelocity: : -1820.0
03-08 17:32:30.631  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.631  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.631  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.631  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.641  4250 23277 D backLeftVelocity: : -1800.0
03-08 17:32:30.641  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:30.651  4250 23277 D frontLeftVelocity: : -1780.0
03-08 17:32:30.661  4250 23277 D frontRightVelocity: : -1920.0
03-08 17:32:30.711  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.711  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.711  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.711  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.721  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:30.721  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:30.731  4250 23277 D frontLeftVelocity: : -1760.0
03-08 17:32:30.741  4250 23277 D frontRightVelocity: : -1840.0
03-08 17:32:30.771  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.781  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.781  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.781  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.781  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:30.781  4250 23277 D backRightVelocity: : -1840.0
03-08 17:32:30.791  4250 23277 D frontLeftVelocity: : -1800.0
03-08 17:32:30.791  4250 23277 D frontRightVelocity: : -1840.0
03-08 17:32:30.831  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.831  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.831  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.831  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.841  4250 23277 D backLeftVelocity: : -1840.0
03-08 17:32:30.841  4250 23277 D backRightVelocity: : -1840.0
03-08 17:32:30.851  4250 23277 D frontLeftVelocity: : -1840.0
03-08 17:32:30.851  4250 23277 D frontRightVelocity: : -1920.0
03-08 17:32:30.881  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.881  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.881  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.881  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.891  4250 23277 D backLeftVelocity: : -1820.0
03-08 17:32:30.891  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:30.891  4250 23277 D frontLeftVelocity: : -1780.0
03-08 17:32:30.911  4250 23277 D frontRightVelocity: : -1860.0
03-08 17:32:30.961  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:30.961  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:30.961  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:30.961  4250 23277 D frontRightPower: : -0.7071067811865477
03-08 17:32:30.961  4250 23277 D backLeftVelocity: : -1760.0
03-08 17:32:30.971  4250 23277 D backRightVelocity: : -1840.0
03-08 17:32:30.971  4250 23277 D frontLeftVelocity: : -1860.0
03-08 17:32:30.981  4250 23277 D frontRightVelocity: : -1820.0
03-08 17:32:31.011  4250 23277 D backLeftPower: : -0.7071067811865477
03-08 17:32:31.011  4250 23277 D backRightPower: : -0.7071067811865475
03-08 17:32:31.011  4250 23277 D frontLeftPower: : -0.7071067811865475
03-08 17:32:31.021  4250 23277 D frontRightPower: : 0.0
03-08 17:32:31.021  4250 23277 D backLeftVelocity: : -1780.0
03-08 17:32:31.021  4250 23277 D backRightVelocity: : -1820.0
03-08 17:32:31.031  4250 23277 D frontLeftVelocity: : -1820.0
03-08 17:32:31.041  4250 23277 D frontRightVelocity: : -1820.0
03-08 17:32:31.071  4250 23277 D backLeftPower: : 0.0
03-08 17:32:31.071  4250 23277 D backRightPower: : 0.0
03-08 17:32:31.071  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:31.071  4250 23277 D frontRightPower: : 0.0
03-08 17:32:31.071  4250 23277 D backLeftVelocity: : -1820.0
03-08 17:32:31.071  4250 23277 D backRightVelocity: : -1860.0
03-08 17:32:31.081  4250 23277 D frontLeftVelocity: : -1820.0
03-08 17:32:31.081  4250 23277 D frontRightVelocity: : -960.0
03-08 17:32:31.111  4250 23277 D backLeftPower: : 0.0
03-08 17:32:31.121  4250 23277 D backRightPower: : 0.0
03-08 17:32:31.121  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:31.121  4250 23277 D frontRightPower: : 0.0
03-08 17:32:31.121  4250 23277 D backLeftVelocity: : -1380.0
03-08 17:32:31.131  4250 23277 D backRightVelocity: : -1240.0
03-08 17:32:31.131  4250 23277 D frontLeftVelocity: : -1120.0
03-08 17:32:31.141  4250 23277 D frontRightVelocity: : -720.0
03-08 17:32:31.171  4250 23277 D backLeftPower: : 0.0
03-08 17:32:31.171  4250 23277 D backRightPower: : 0.0
03-08 17:32:31.171  4250 23277 D frontLeftPower: : 0.0
03-08 17:32:31.171  4250 23277 D frontRightPower: : 0.0
03-08 17:32:31.181  4250 23277 D backLeftVelocity: : -1160.0
03-08 17:32:31.191  4250 23277 D backRightVelocity: : -960.0
03-08 17:32:31.201  4250 23277 D frontLeftVelocity: : -240.0
03-08 17:32:31.211  4250 23277 D frontRightVelocity: : -420.0
03-08 17:32:31.271  4250 23277 D backLeftPower: : 0.636307619974129
03-08 17:32:31.271  4250 23277 D backRightPower: : 0.636307619974129
03-08 17:32:31.271  4250 23277 D frontLeftPower: : 0.636307619974129
03-08 17:32:31.271  4250 23277 D frontRightPower: : 0.636307619974129
03-08 17:32:31.281  4250 23277 D backLeftVelocity: : -780.0
03-08 17:32:31.291  4250 23277 D backRightVelocity: : -720.0
03-08 17:32:31.291  4250 23277 D frontLeftVelocity: : -300.0
03-08 17:32:31.301  4250 23277 D frontRightVelocity: : 360.0
03-08 17:32:31.341  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.341  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.341  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.341  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.351  4250 23277 D backLeftVelocity: : 40.0
03-08 17:32:31.351  4250 23277 D backRightVelocity: : -60.0
03-08 17:32:31.351  4250 23277 D frontLeftVelocity: : 400.0
03-08 17:32:31.361  4250 23277 D frontRightVelocity: : 1160.0
03-08 17:32:31.391  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.391  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.391  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.391  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.391  4250 23277 D backLeftVelocity: : 40.0
03-08 17:32:31.401  4250 23277 D backRightVelocity: : 20.0
03-08 17:32:31.401  4250 23277 D frontLeftVelocity: : 740.0
03-08 17:32:31.411  4250 23277 D frontRightVelocity: : 1160.0
03-08 17:32:31.441  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.441  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.441  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.441  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.451  4250 23277 D backLeftVelocity: : 200.0
03-08 17:32:31.451  4250 23277 D backRightVelocity: : 100.0
03-08 17:32:31.461  4250 23277 D frontLeftVelocity: : 840.0
03-08 17:32:31.461  4250 23277 D frontRightVelocity: : 1260.0
03-08 17:32:31.511  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.511  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.511  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.511  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.521  4250 23277 D backLeftVelocity: : 200.0
03-08 17:32:31.521  4250 23277 D backRightVelocity: : 180.0
03-08 17:32:31.521  4250 23277 D frontLeftVelocity: : 960.0
03-08 17:32:31.531  4250 23277 D frontRightVelocity: : 1240.0
03-08 17:32:31.561  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.561  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.561  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.561  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.561  4250 23277 D backLeftVelocity: : 280.0
03-08 17:32:31.571  4250 23277 D backRightVelocity: : 460.0
03-08 17:32:31.581  4250 23277 D frontLeftVelocity: : 900.0
03-08 17:32:31.581  4250 23277 D frontRightVelocity: : 1160.0
03-08 17:32:31.601  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.601  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.601  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.601  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.611  4250 23277 D backLeftVelocity: : 540.0
03-08 17:32:31.611  4250 23277 D backRightVelocity: : 640.0
03-08 17:32:31.621  4250 23277 D frontLeftVelocity: : 980.0
03-08 17:32:31.631  4250 23277 D frontRightVelocity: : 1220.0
03-08 17:32:31.661  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.661  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.661  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.661  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.671  4250 23277 D backLeftVelocity: : 780.0
03-08 17:32:31.681  4250 23277 D backRightVelocity: : 760.0
03-08 17:32:31.681  4250 23277 D frontLeftVelocity: : 1020.0
03-08 17:32:31.691  4250 23277 D frontRightVelocity: : 1120.0
03-08 17:32:31.741  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.741  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.741  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.741  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.751  4250 23277 D backLeftVelocity: : 980.0
03-08 17:32:31.761  4250 23277 D backRightVelocity: : 880.0
03-08 17:32:31.761  4250 23277 D frontLeftVelocity: : 1080.0
03-08 17:32:31.771  4250 23277 D frontRightVelocity: : 1100.0
03-08 17:32:31.811  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.811  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.811  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.811  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.821  4250 23277 D backLeftVelocity: : 1120.0
03-08 17:32:31.821  4250 23277 D backRightVelocity: : 1100.0
03-08 17:32:31.831  4250 23277 D frontLeftVelocity: : 1260.0
03-08 17:32:31.831  4250 23277 D frontRightVelocity: : 1140.0
03-08 17:32:31.881  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.881  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.881  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.881  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.881  4250 23277 D backLeftVelocity: : 1200.0
03-08 17:32:31.891  4250 23277 D backRightVelocity: : 1240.0
03-08 17:32:31.891  4250 23277 D frontLeftVelocity: : 1320.0
03-08 17:32:31.901  4250 23277 D frontRightVelocity: : 1240.0
03-08 17:32:31.921  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.921  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.921  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.931  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.931  4250 23277 D backLeftVelocity: : 1300.0
03-08 17:32:31.931  4250 23277 D backRightVelocity: : 1320.0
03-08 17:32:31.941  4250 23277 D frontLeftVelocity: : 1360.0
03-08 17:32:31.941  4250 23277 D frontRightVelocity: : 1340.0
03-08 17:32:31.971  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:31.971  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:31.971  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:31.971  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:31.981  4250 23277 D backLeftVelocity: : 1360.0
03-08 17:32:31.981  4250 23277 D backRightVelocity: : 1400.0
03-08 17:32:31.991  4250 23277 D frontLeftVelocity: : 1360.0
03-08 17:32:31.991  4250 23277 D frontRightVelocity: : 1380.0
03-08 17:32:32.021  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.021  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.021  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.021  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.031  4250 23277 D backLeftVelocity: : 1440.0
03-08 17:32:32.031  4250 23277 D backRightVelocity: : 1520.0
03-08 17:32:32.041  4250 23277 D frontLeftVelocity: : 1440.0
03-08 17:32:32.041  4250 23277 D frontRightVelocity: : 1440.0
03-08 17:32:32.071  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.071  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.071  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.071  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.071  4250 23277 D backLeftVelocity: : 1480.0
03-08 17:32:32.071  4250 23277 D backRightVelocity: : 1560.0
03-08 17:32:32.081  4250 23277 D frontLeftVelocity: : 1500.0
03-08 17:32:32.081  4250 23277 D frontRightVelocity: : 1480.0
03-08 17:32:32.111  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.111  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.111  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.111  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.121  4250 23277 D backLeftVelocity: : 1500.0
03-08 17:32:32.121  4250 23277 D backRightVelocity: : 1580.0
03-08 17:32:32.131  4250 23277 D frontLeftVelocity: : 1560.0
03-08 17:32:32.141  4250 23277 D frontRightVelocity: : 1560.0
03-08 17:32:32.181  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.181  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.181  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.181  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.181  4250 23277 D backLeftVelocity: : 1600.0
03-08 17:32:32.191  4250 23277 D backRightVelocity: : 1600.0
03-08 17:32:32.201  4250 23277 D frontLeftVelocity: : 1620.0
03-08 17:32:32.201  4250 23277 D frontRightVelocity: : 1620.0
03-08 17:32:32.241  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.251  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.251  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.251  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.261  4250 23277 D backLeftVelocity: : 1620.0
03-08 17:32:32.261  4250 23277 D backRightVelocity: : 1660.0
03-08 17:32:32.271  4250 23277 D frontLeftVelocity: : 1660.0
03-08 17:32:32.281  4250 23277 D frontRightVelocity: : 1580.0
03-08 17:32:32.321  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.321  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.321  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.321  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.331  4250 23277 D backLeftVelocity: : 1680.0
03-08 17:32:32.331  4250 23277 D backRightVelocity: : 1720.0
03-08 17:32:32.341  4250 23277 D frontLeftVelocity: : 1700.0
03-08 17:32:32.341  4250 23277 D frontRightVelocity: : 1620.0
03-08 17:32:32.401  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.401  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.401  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.401  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.411  4250 23277 D backLeftVelocity: : 1680.0
03-08 17:32:32.411  4250 23277 D backRightVelocity: : 1680.0
03-08 17:32:32.431  4250 23277 D frontLeftVelocity: : 1680.0
03-08 17:32:32.431  4250 23277 D frontRightVelocity: : 1680.0
03-08 17:32:32.481  4250 23277 D backLeftPower: : 0.7071067811865476
03-08 17:32:32.481  4250 23277 D backRightPower: : 0.7071067811865475
03-08 17:32:32.481  4250 23277 D frontLeftPower: : 0.7071067811865475
03-08 17:32:32.481  4250 23277 D frontRightPower: : 0.7071067811865476
03-08 17:32:32.481  4250 23277 D backLeftVelocity: : 1780.0
03-08 17:32:32.491  4250 23277 D backRightVelocity: : 1760.0
03-08 17:32:32.491  4250 23277 D frontLeftVelocity: : 1720.0
03-08 17:32:32.501  4250 23277 D frontRightVelocity: : 1700.0
03-08 17:32:32.531  4250 23277 D backLeftPower: : 0.7071067811865476
